fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,norm_ecc_scale,norm_ecc_shift
ecc,2,0.2050736657335211,0.0032830602537438,-0.0009627524893874,0.153829167036282,-0.0027805470022192,-1.096686081595678e-05,-2.450315586190113,-0.290671014274404,-0.1791332681620741,3.137232797313693,-1.2131471570735866,-0.9883938512613948,2.902565253892282,-1.4400057151798171,-1.5070907079940965,2.2792022792022792,-1.0
