fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9,norm_bmrg_scale,norm_bmrg_shift,norm_nu_scale,norm_nu_shift
nu_bmrg,3,0.2539869661054236,-0.0299319116151739,-0.1077325494466305,0.0068380141585694,-0.0055691531806102,0.0719908863641745,-0.005278504140087,-0.0116437249061802,0.0468166678674399,0.0038086270999758,0.1840167398739742,-0.0081146578701664,-0.0259790193993556,-0.0069375876981654,-0.0040720919236203,-0.0234676793394635,0.0045337702324997,0.0039055325788054,-0.0006210437369467,0.0211344527427568,-1.7348322991134788,0.6008532492876069,0.2613544236510167,-0.1950343006467279,-0.1106436319215131,-1.845582153898705,-0.1526159891717088,0.2390823109369537,-0.7074037649410482,0.1529009849714233,2.773281716611163,0.1011247233635302,0.7245395658783198,-0.5925481453290479,0.2876708073572636,-0.2891463676866266,0.7083338857018376,-0.1396882005956689,-0.7073735131449755,-0.086488580589346,1.6630003487134055,0.359355595880706,2.712710185226625,-0.2322621481838054,0.3070703979697356,-0.7976776813085528,-0.1100875979033512,0.0679059108713438,-0.1030334128028226,-2.4646637719972984,1.3439145490527014,-3.5738030997813306,32.0,-7.0
