fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,norm_bmrg_scale,norm_bmrg_shift,norm_nu_scale,norm_nu_shift
nu_bmrg,1,0.2503542919455121,-0.0194240878541687,-0.0482361735861105,0.1666318597541429,-0.0076357712898352,-0.009762621625764,-2.542602941415536,0.2023870548229251,-0.0302004986824385,2.252344955874518,0.3520662102081215,0.8478315288402062,1.3624964439401483,0.4813783071650417,1.3163925875323317,1.3439145490527014,-3.5738030997813306,32.0,-7.0
