fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9,norm_bmrg_scale,norm_bmrg_shift,norm_jmrg_scale,norm_jmrg_shift,norm_nu_scale,norm_nu_shift
nu_jmrg_bmrg,2,0.2651278105184453,-0.0162907940591325,0.4263997088062782,-0.5509588140842314,-0.0173672341279637,-0.1389337700966514,0.1442764725624686,-0.7164610481802617,0.6406157398576534,0.1454108043682386,0.1622566994339185,-0.0073189748967771,0.1257947366696022,-0.1340949753861985,-0.0022968461669159,-0.0316525919028746,0.0281232586613759,0.0737123313025262,-0.3679262999816103,0.2915870142849641,-0.9970752488457412,0.0563918638118928,-13.704698864597294,14.64822157851078,0.3224264878773913,4.323474570901995,-4.45598218622457,11.952676727854682,4.746099874230319,-19.343159028609453,1.6278965739495248,-0.1764942862328763,16.91925132355084,-16.60781385861927,-0.2190257495295652,-5.552067703589523,5.585881065287517,-22.61101868232869,1.4759527733016962,21.53555707042883,2.450322750452945,-0.1951679751501787,7.646200515001501,-7.4817610962669905,-0.2595116870477928,-3.64989992293109,3.340190502546452,-6.8254265012026085,-13.760234238040756,18.5611611878605,1.3439145490527014,-3.5738030997813306,1.461250169932298,-3.716686540862511,32.0,-7.0
