fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,norm_bmrg_scale,norm_bmrg_shift
bmrg,2,0.2268588612799307,-0.1127381959417046,0.1100995733226697,0.1596283586287384,-0.007253324360986,-0.0007433434985509,-1.792300313057799,0.5037982001429399,-1.8896174053690484,3.0603171228697232,0.6803173229415986,-1.119968168956735,2.5659799742881897,0.9135961336114552,-1.5346375218864468,1.3439145490527014,-3.5738030997813306
