fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9,norm_jmrg_scale,norm_jmrg_shift,norm_nu_scale,norm_nu_shift
nu_jmrg,3,0.2054106308753483,-0.0032348767219198,-0.0241079858147508,0.0007591845958265,-0.0001140078696004,0.1331831254095725,-0.0079191423462802,-0.0131305228019173,0.0029874648758477,-0.1029286027015565,0.1804515125097421,-0.0123262117513777,-0.0298307862451964,-0.0067793192355309,-0.0038143256789759,-0.0199404086705089,0.005372680717365,0.0058498652928029,0.0038400536895476,0.0235728325716726,-1.4265972638947613,0.3305565387829121,-1.506739660699267,-0.3592494345413735,-0.0366726928508595,-1.9738512388050105,-0.1527541877038789,0.533400730829856,-0.0983226302578155,2.201240413832156,3.355462993674215,0.2376951525752928,1.1374896544102129,-0.5883499051208644,-0.2694041845118895,-1.731564911271001,0.6852362149352904,-0.0669985803590225,-1.4235843503179353,-1.3825171455622354,2.621531447138653,0.9395398831932432,2.814866624802276,-0.394148321468122,-0.7144884973444556,-2.8185865771129874,0.1088590232494726,-0.1388065996548363,-1.9441904249561568,-3.576045872187406,1.461250169932298,-3.716686540862511,32.0,-7.0
