fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,norm_jmrg_scale,norm_jmrg_shift
jmrg,2,0.225743003659542,-0.1022748490825475,0.1027422511693508,0.1596383362518987,-0.0086356996681183,-0.0027088964015831,-2.2395662948777706,0.4676436860305648,-1.2671031006439628,3.706823925798405,0.0732116780149361,-2.502825378117281,3.702383840760176,-0.2071911439987281,-3.8656133829640815,1.461250169932298,-3.716686540862511
