fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,norm_ecc_scale,norm_ecc_shift
ecc,3,0.1974203224785025,-0.0216819834636931,0.0826385604075025,0.1219726535583171,0.1530820007397177,-0.0086524960825365,0.005794688802642,0.0131766976364601,-2.4427997596749327,-0.0458288817101529,-0.3224782936553657,-0.654141646516716,3.151835419877665,-1.9237163326964644,-0.9153378394075228,1.0766503828951222,2.9983160614632243,-2.3671822331073766,-1.6286512100695378,1.3215109087247616,2.2792022792022792,-1.0
