fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,norm_bmrg_scale,norm_bmrg_shift,norm_jmrg_scale,norm_jmrg_shift,norm_nu_scale,norm_nu_shift
nu_jmrg_bmrg,1,0.2732660137298826,-0.0190577991885093,0.0830066554645825,-0.1477532231918056,0.1606485033706572,-0.0093810196002797,-0.045049956282868,0.0360958588994878,-2.582039076474802,0.196100225581831,-0.2753723790311427,0.2541981695539105,1.87735745688236,-0.1333522605006165,-8.703259975459462,8.961374161339451,1.1602319591643395,-0.0996741819364605,-9.54502892676142,10.183307944615033,1.3439145490527014,-3.5738030997813306,1.461250169932298,-3.716686540862511,32.0,-7.0
