fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,norm_jmrg_scale,norm_jmrg_shift
jmrg,3,0.1952826032090234,-0.033991477556067,0.1443830095547088,-0.0978565479785336,0.1680910533023873,-0.0303663927579832,-0.0107820084761528,0.0284639198106384,-1.5384974703953276,-1.1181209686626008,-2.047457467124652,2.046424305928,3.5158238335994927,0.6257753114512644,-2.370583952223401,-0.721878272789967,3.050932715310418,1.7164405460162115,-3.576441135488713,-2.4288639974320843,1.461250169932298,-3.716686540862511
