fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5
nu_emrg,2,5.988634037733373,3.50863508718019,-13.504096070882898,-10.545989887846657,7.2484467583600924,1.0825954262822517,31.02395999761287,52.736478730803626,-99.99999999999999,99.99999999974254,72.98019953104316,-99.99999999999942,6.625038707334763,2.9272697602850886,-14.660793623793722,-6.7987915429640875,7.970462477754305,-0.22180456817337246,49.598845575318954,99.99999999999974,-99.99999999999862,-99.99999999999804,47.49651417113892,-61.906432183867395,50.763684663636774,57.87839774355028,-99.99999999784565,99.99999999981225,54.14671811234365,-99.99999999943968
