fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5
ecc_jmrg,2,1.8884587410019393,0.280231970731868,-1.160533957583158,0.06963724301246595,0.19680017257834703,-0.11924893047296241,-33.329639302401915,-0.4707347220004796,23.024068503366532,3.3499417956025117,-4.355761805881964,-0.32771271195891877,0.034519017555388415,0.513351010239733,0.02093496833415724,-0.0041292998609569215,0.007684101128683374,-0.1806918060172341,32.974301183436125,-8.34722391107916,-15.84372159795081,-8.490585961787447,1.8752173269070838,4.413663931937526,22.945837702449893,-11.940816025560109,-8.350864454689567,-11.525655894188397,0.3857812378961114,6.83684593232625
