fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9
nu_ecc_bmrg,2,6.723799023642685,-11.955399560708196,-2.187549385461079,-2.842984176569266,9.764762719908076,-0.013050451207148123,0.31933497552499485,1.3396196241042648,2.0332532968264916,0.5962390584175945,-56.014968269144546,-20.151851512314963,6.424462248118925,36.9717513290016,86.11831424180544,2.985214727738877,-5.958043753449661,8.427109540556447,-6.092462379824811,-3.067796508177623,-1.104930367480797,5.2187197403505925,0.1757328095627437,0.5123873632815142,-8.495468601318636,-0.04826261561209028,-0.0716150403782634,-0.07549532140801109,-0.5389735221599978,-0.04186173055069364,22.30392573804675,15.853290341384957,10.75253654351692,-14.811518813212507,-46.82652658331142,-8.165020715359404,2.261609808528317,-14.305055998320773,5.293388209022348,-1.189328010912643,10.081648777166086,-45.5512819565775,21.75810408985784,-6.105949185835435,97.94619155608754,-11.094362135505763,0.5630411172436507,-50.278800789101645,14.712593670444972,-0.7899256891349157
