fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_3_A_p0,c_3_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1
nu,1,-0.36566208612737594,0.26618007664367116,6.958528238327563,-4.7636548946767086,-0.2107217454472204,0.20612153781291,13.770567519761219,-0.31754819562510916,27.533619963282902,-4.056938891154454
