fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_3_A_p0,c_3_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1
jmrg,1,-0.08766114919981922,0.4234547598182412,-1.4709632340542689,1.1321457686579532,-0.03344386556253299,0.25000490421977317,-2.8833492465853787,11.211760237037888,-3.4631024487207975,12.482813546274928
