fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_3_A_p0,c_3_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1
bmrg,1,-0.1069032970638406,0.5083111735161578,-2.1592890057200993,3.702000411067238,-0.030796900507358765,0.25092831237858293,0.9757388220542536,-0.05954944924166182,2.5787120768584346,-5.407357082090963
