fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_2_A_p10,c_2_A_p11,c_2_A_p12,c_2_A_p13,c_2_A_p14,c_2_A_p15,c_2_A_p16,c_2_A_p17,c_2_A_p18,c_2_A_p19,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_3_A_p10,c_3_A_p11,c_3_A_p12,c_3_A_p13,c_3_A_p14,c_3_A_p15,c_3_A_p16,c_3_A_p17,c_3_A_p18,c_3_A_p19,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_2_phi_p10,c_2_phi_p11,c_2_phi_p12,c_2_phi_p13,c_2_phi_p14,c_2_phi_p15,c_2_phi_p16,c_2_phi_p17,c_2_phi_p18,c_2_phi_p19,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_3_phi_p10,c_3_phi_p11,c_3_phi_p12,c_3_phi_p13,c_3_phi_p14,c_3_phi_p15,c_3_phi_p16,c_3_phi_p17,c_3_phi_p18,c_3_phi_p19,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9,c_4_phi_p10,c_4_phi_p11,c_4_phi_p12,c_4_phi_p13,c_4_phi_p14,c_4_phi_p15,c_4_phi_p16,c_4_phi_p17,c_4_phi_p18,c_4_phi_p19
nu_bmrg_jmrg,3,6.232325059941173,-28.775094560763215,-53.531091930900104,50.741221997722626,35.34252052606504,35.301500351004265,3.6821586607280183,19.52062672851541,-6.468693633697999,-38.76053898597851,18.74523890443547,-4.040068225512612,-7.835118749307096,-46.82403710192524,36.15644530074371,44.99246825595216,-4.010852873088022,49.94882049917879,15.902946296919003,-96.42729436862857,-97.57938433745846,22.140953725853386,38.669789636467044,34.78702765453543,35.887066365323825,-18.521973896801786,-14.810686670812192,35.30932226382488,-13.172016909936298,13.598295976763573,-43.03418040892552,3.4271167691538373,-2.208535535020472,-2.329417642021205,42.14135645961296,26.529833417674027,-8.068721250177978,26.97338089921179,9.089443691507855,-70.42109309315587,3.5883184515880084,-7.5211362246760425,0.725735723927159,-4.336931271219179,37.18974557816403,5.444346114002413,6.251406632377544,-22.226310135128816,24.722942822652975,-10.393263215245584,47.378531707400455,-0.07107744291124186,-0.08517676288822254,36.43915652628305,-66.01017305699726,-18.826390933444376,-0.03270173733193275,-22.173129257559292,-0.014651585866911395,42.61844905331214,-32.05341151868201,88.94209885442986,-36.348848977173496,63.25526439383319,41.00084406143191,-16.268951617031625,-58.51621267770276,-70.60645181376707,25.38280379600619,67.26768474092157,89.70913447049173,0.37105537037389397,14.253728556750426,-60.68211483922308,-37.575382421996636,17.72045563711933,5.464067750565478,-3.6993337062516938,-19.73605515782277,2.2321767283741845,29.99924909202733,25.483224275073443,38.098992832719865,-63.66711100867223,-95.31072539562267,-40.06399863904977,-1.412331223066601,-68.40845432019131,8.387398556474107,52.53083441342634,59.49389956210728,3.0553464225990745,5.419921026867731,35.660264056268446,99.14553198490158,35.267834524803185,4.852494595511506,0.2067413134628792,-14.687875415798167,-33.88736754300987
