fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2
jmrg,2,0.010489870651208372,-0.1471944031601375,0.5079063626324489,1.1703390043954496,-8.170962928600407,10.714939411340367,-0.004369037992528178,-0.008422496416713743,0.21420250928412102,-14.44949235404249,77.8820975133897,-101.41355662739052,-17.40344334432424,94.85026217100958,-126.15036747329128
