fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2
ecc_jmrg,1,0.44495766430826483,-0.020969630139676607,-0.09404755405113693,-0.3333914555752577,-0.09437751763925359,-0.94785400091679,0.5655912840652416,2.6118299278484018e-11,-0.14424222112065818,0.34266141363059527,0.11107648927842921,0.9689123295065016,0.2930978085248238,0.1040174359614214,0.8274013579995526
