fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9
nu_ecc,3,-1.0852701994880354,16.480542418199562,1.6199388733765452,-70.68546187676289,-1.3989548816479151,-11.044852336209637,99.99999999999999,0.3703870476885394,17.937457988513973,4.894831647331039,3.5084672346398533,-57.66446727047774,3.024629107749052,99.99999999999999,-7.594138201934947,-30.53675736958314,99.99999999999999,13.411519543728167,99.99999999999999,-8.619093303627581,-1.3445059762193032,18.722951560047314,0.7737130000459443,-75.95479062742254,0.14509661073793143,-7.24321446596317,99.99999999999952,0.055416152345555,17.114730155939444,-0.9374630618821116,-4.41024871287288,60.83066907353053,-12.531685370918442,-99.99999999999999,3.037569144543645,99.99999999999913,-99.99999999999999,10.838806899452006,-68.41048294584459,-99.99999999999999,-0.17269076030339298,-19.97141927610322,16.918889022549763,93.32641465917595,-15.830513415453886,-26.053507336874137,98.04991286402344,17.31317378988253,100.0,-84.74308648386587
