fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3
nu_ecc_emrg,1,0.7908303031065449,-0.44222365557434684,-0.020916683645780698,-0.5700911141302017,-11.86591461398089,9.28512616151193,0.16639394580997013,7.320480992252303,0.38994128880525425,-0.29300077283670867,0.0019800803783869697,-0.18532570888827427,33.15835147562134,-2.0079344380295012,0.7069163770823312,-33.26913357330941,34.79244287850004,4.994855054861275e-14,1.6760986054272342,-36.163361615553185
