fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3
bmrg,3,-0.7668297181174952,6.651852512987221,-19.21913942808999,18.676987215978766,37.942256739360765,-337.1051961817408,991.0231721955336,-965.894318613406,-0.06603838002484205,0.593915751635457,-1.8026089668399738,2.0032983288009856,-41.24595266354119,355.28645235703283,-1013.3324107465509,958.9041967123886,-35.39495307247014,305.81489638425865,-873.5079584827313,826.144501783399
