fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_3_A_p0,c_3_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1
emrg,1,0.20935659300545395,-0.008520904055981998,5.3562179464271935,-7.8238102391932065,-0.07083901266650439,0.21780049169590718,-27.386528438122347,27.609285177494076,-27.090825472204315,27.163146285108574
