fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2
bmrg_jmrg,1,0.565094100958935,-0.2924387791533213,0.184187780321434,3.005700021306063,-2.9254761009496377,1.0833973164304078,0.2428447036604552,0.007954127004682303,-0.039644958873524025,8.2504036999377,1.453190681214792,-3.4151247286722177,7.9730363285307595,1.217898210752892,-3.18959065406446
