fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_3_A_p0,c_3_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1
ecc,1,-0.019912051581602804,0.1792337278544003,0.29935058458712427,-3.1731701499380023,-0.0021663359386465044,0.15547014414004376,-2.096905002748791,3.628555366550337,-1.5669631394106247,3.175562819756017
