fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2
nu_bmrg,1,0.8125318478247505,-0.6206285318850703,-0.15548831520276865,2.199378547325722,4.130012501293581,-1.999329046110879,0.3923185531027979,-0.30316523092482245,-0.05257926006991572,-3.67741415490159,14.093927038738268,1.0583096518700312,-6.682135499493164,24.65725766813372,1.0802785923025455
