fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9,norm_emrg_scale,norm_emrg_shift,norm_nu_scale,norm_nu_shift
nu_emrg,3,0.2161448789161508,-0.0029586076243509,-0.0339138078989486,-0.0117254476630472,-0.0164562399406291,0.0077632143615169,-0.0085801612734087,0.0040153712161904,0.0452846692024831,0.1494133676243617,0.1582670754322918,-0.013835697781455,-0.01368506551324,-0.0034368233032878,-0.0025958085306841,0.0024714546554932,0.0048980090182267,0.003319273055615,0.0111822967577714,0.019880227188612,-2.856934045379171,0.1688793572224046,0.7808293755978777,0.170907980224064,0.6423435891402548,1.6639882044383223,0.1569177724615646,0.1281979449217188,-1.2946198091999463,-2.685347976711538,3.1930637407682654,-0.6485120941273333,-2.015678875744608,-0.4239828694527459,-0.5690007611398958,-1.0623511380146802,0.4923684140084713,0.1204833452419932,0.8517095604181897,1.810255901209734,2.1346133175728808,-0.2923136090282299,-1.2851871921538915,-0.6390009250832578,-0.3053469405815465,1.0005150571572572,0.3296707016038844,0.7781765437803211,0.2000678954338538,-1.199183027596126,21.792405855131097,-19.96025031862279,32.0,-7.0
