fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,norm_jmrg_scale,norm_jmrg_shift
jmrg,3,0.1953570207246966,-0.0341805257100334,0.1444813223243508,-0.0978880482386651,0.1680858034656251,-0.030377115853954,-0.0107643179385905,0.0284559134028065,-1.5373639940076798,-1.1214093970455532,-2.0493898883155746,2.046907940455444,3.516088301543584,0.6265832319587418,-2.36720007420283,-0.7272349187759306,3.0517146324599302,1.7124681533956156,-3.5766616398064124,-2.4153149552478803,1.461250169932298,-3.716686540862511
