fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9,norm_bmrg_scale,norm_bmrg_shift,norm_emrg_scale,norm_emrg_shift,norm_nu_scale,norm_nu_shift
nu_emrg_bmrg,2,0.2061478140962973,0.0045872639573574,0.0949904927485841,-0.0052781112441202,-0.0186968703355738,-0.0257963889008612,-0.008840143695675,-0.0189447312495414,-0.1388596224960075,0.0310036457771659,0.1464563761185477,-0.0038025604396797,0.0185899345993533,0.0248277635876644,-0.0024863152687918,-0.0042740422739747,-0.0056503408772145,0.0039059491574546,-0.036380454654114,-0.0128976272273124,2.3448179032711405,-0.4442641360529181,-3.4207108288556407,-4.894096535871331,0.3198020008402754,0.4565212361813309,0.0708408279338099,-1.0581787000816885,5.990029254362472,-1.2344690514232652,-5.101953196810255,0.6511848115590377,6.28625575818546,11.562286746661512,-0.2390382117731185,-0.660683099766358,-0.1304419985206769,2.077658918667812,-11.69718986423117,-1.7825663702911834,-5.49781292863993,0.151006439124698,4.818366747538719,10.942362244316769,-0.1237603729492932,0.291461018605715,0.1478011562205003,4.545628102905926,-9.934695221332248,-2.6462211195959067,1.3439145490527014,-3.5738030997813306,21.792405855131097,-19.96025031862279,32.0,-7.0
