fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9,norm_ecc_scale,norm_ecc_shift,norm_nu_scale,norm_nu_shift
nu_ecc,3,0.2064788556699093,-0.0215280430644772,-0.0197433254798936,0.0044484470143421,0.0322485462382905,0.0953286369023024,0.0045715935946742,-0.0402612594287379,-0.0209943501857962,0.1206442886528532,0.1588774385794016,-0.008550626108159,-0.0086841386108965,-0.002458284792924,-0.0037814615593807,0.0042884916673066,0.0039709216876407,0.0041500512269221,-0.0011480055849326,0.0108670944539714,-2.651732022471812,0.5188807570117545,-0.0289012739266289,0.0794298981492506,-0.1526609906092637,-0.1289098442368751,-0.28812958748294,0.2146456362062425,-0.3835996779525974,-0.7440568774200121,3.165457282980114,-0.110787479303439,-1.9001480885190425,-0.4024901505536229,-0.2927743890514002,-0.7140312583117286,0.5853797448063405,0.358857971647347,-0.3242873914692341,1.0053166447047857,2.954730557179836,0.454449041571562,-2.3864780538791504,-0.4480836444191616,-0.7125869467425685,-1.707724787941873,0.0672986281337616,0.8376897518943303,0.0379582179428624,1.278450433146305,2.2792022792022792,-1.0,32.0,-7.0
