fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,norm_jmrg_scale,norm_jmrg_shift
jmrg,2,0.2256306915021564,-0.1020068001997172,0.1026770393404593,0.1596562748571055,-0.0086489618343871,-0.0027518050964705,-2.2392746077445524,0.4672429637257697,-1.2670530220335074,3.70750498535516,0.0745717145857128,-2.5045979924016013,3.700912688865101,-0.2064145324879922,-3.862051177061194,1.461250169932298,-3.716686540862511
