fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,norm_ecc_scale,norm_ecc_shift,norm_nu_scale,norm_nu_shift
nu_ecc,2,0.2214068803755411,-0.0049291496268572,0.0101097037972228,-0.0175951356283858,-0.0094597304379672,-0.0047018389122038,0.1602417505479914,-0.0060516315415882,-0.0026242727611055,-0.0021452150896834,-0.001462276653036,-0.0016434146265773,-2.632101203785666,0.1132648781308538,-0.4280957779936342,0.1557689029114798,0.255165725679443,-0.0891197655541717,3.194809078906597,0.2122478047999288,-1.1459207133760247,-0.2663963029935555,-0.0543015985811931,-1.0048587574250438,2.816220147960936,0.2953805213212206,-1.276488293667795,-0.1757200853016827,-0.1835285271801583,-1.5082307961607646,2.2792022792022792,-1.0,32.0,-7.0
