fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,norm_emrg_scale,norm_emrg_shift,norm_nu_scale,norm_nu_shift
nu_emrg,1,0.2146689847328878,-0.0119643701015277,0.0070001507835288,0.1583526562695577,-0.0091370296758505,-0.006743557500515,-2.586700276606083,0.1847143384612082,-0.0923916208921465,2.768504508097096,-0.2092547998688893,-1.347882521546254,2.3212478882466048,-0.2259559690347035,-1.6160271676233429,21.792405855131097,-19.96025031862279,32.0,-7.0
