fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_A_p0,c_3_A_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1,norm_bmrg_scale,norm_bmrg_shift
bmrg,1,0.2162559144332776,-0.017277879960171,0.1593315944519533,-0.00728861939077,-2.320776161967356,-0.1785958225167762,2.4816374720909624,0.8303354471118897,1.6972544981605346,1.3163595977791136,1.3439145490527014,-3.5738030997813306
