fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,norm_ecc_scale,norm_ecc_shift,norm_nu_scale,norm_nu_shift
nu_ecc,1,0.2133449111641941,-0.0134791460187109,0.0026291602078802,0.1591130060693693,-0.007143969640871,-0.00306811300978,-2.59302833111163,0.1968512914897384,-0.2240885499188844,2.705087966439494,0.1447025735938549,-0.9744170805521754,2.163210635937776,0.2321875095081845,-1.292064429702842,2.2792022792022792,-1.0,32.0,-7.0
