fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,norm_bmrg_scale,norm_bmrg_shift
bmrg,2,0.2268904553867683,-0.1129390743323117,0.1102521636518719,0.1595997204910188,-0.0072450641993209,-0.0007139663396925,-1.792002513902922,0.5036705806818786,-1.88899035702102,3.060846855134735,0.682207912416776,-1.12375071836868,2.566582430758121,0.9148552604221808,-1.5317535975178975,1.3439145490527014,-3.5738030997813306
