fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_A_p0,c_3_A_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1,norm_jmrg_scale,norm_jmrg_shift
jmrg,1,0.2068578352217746,-0.0047728425986012,0.1593485711438566,-0.0096183784194035,-2.329913251826013,-0.2058657736446948,2.780891084390842,0.3539231422080357,1.9407775280277235,0.9917333276983612,1.461250169932298,-3.716686540862511
