fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,norm_emrg_scale,norm_emrg_shift
emrg,3,0.2024460674145339,-0.0379288543373885,0.0417592501592518,0.1409938284371843,0.150014207562028,-0.0136130439521549,0.0094402244811547,0.0228566990369967,-2.561867948153998,0.9124012732495044,0.5253875710139935,-1.951424380241373,2.7201926795147364,-2.170674475927982,-0.268230393354691,1.512961734679271,1.730175329197149,-1.022478939271265,0.9836801296225482,-0.9673654500476636,21.792405855131097,-19.96025031862279
