fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9,norm_bmrg_scale,norm_bmrg_shift,norm_nu_scale,norm_nu_shift
nu_bmrg,3,0.2539669922360091,-0.0298960660815741,-0.1077017022301893,0.0069444639918981,-0.0055656875547964,0.0719821913845466,-0.0053237051859642,-0.0117488151267573,0.0468968276466236,0.0036198763408064,0.1840724429705175,-0.0081761416887328,-0.025993288527161,-0.0069816024243902,-0.0040479584020752,-0.023497291813989,0.0045395771959561,0.0040098866346445,-0.0005543051497645,0.0211755420634279,-1.7351168817075036,0.6013815249217401,0.2630756696092694,-0.1947104655059419,-0.111681653681739,-1.845184062866056,-0.1537635179304253,0.2386533916765089,-0.708424995135428,0.1508812641986994,2.7742989274331338,0.1009415058322359,0.7229970734386958,-0.5913371679870572,0.2871745917371603,-0.2900958119953377,0.7112210216837233,-0.1461987530313419,-0.7095115485919796,-0.0851323632911478,1.6661254442546474,0.3587598961863932,2.7152285388739754,-0.233446318395821,0.3116801917489175,-0.8000128450841267,-0.1099618179328967,0.0674887007429443,-0.1038528039654231,-2.466965751469652,1.3439145490527014,-3.5738030997813306,32.0,-7.0
