fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,norm_emrg_scale,norm_emrg_shift,norm_nu_scale,norm_nu_shift
nu_emrg,2,0.2189475047069765,-0.0073254781999506,0.0134721891547305,-0.0126463947167382,-0.0046067006660757,0.0084352231690341,0.1564330361462531,-0.0079972625356009,-0.0050169206653518,-0.0019335158815729,0.0013118568230989,0.0093861682865912,-2.693457208543279,0.1742933290872219,-0.100764448834147,0.0237561162024461,0.2264736991398327,0.5394770883312381,2.8302317342118304,-0.091922997833774,-1.3056558067257265,-0.2789957814656508,-0.0555401524095353,0.1230605009461408,2.100192854428756,-0.1412242032877083,-1.7161056460189996,-0.3152155098628086,0.0601932392496867,0.8215693718012481,21.792405855131097,-19.96025031862279,32.0,-7.0
