fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,norm_bmrg_scale,norm_bmrg_shift,norm_nu_scale,norm_nu_shift
nu_bmrg,2,0.2484889440366183,-0.0147070040616119,-0.1193926196593012,-0.0119897298856824,0.0156397166264181,0.0987389023202376,0.1735734122611078,-0.0062371393761557,-0.0067925236320095,-0.0019147990147271,-0.0039228400321535,-0.0151007386092296,-1.6778465091360388,-0.0079202750945814,0.5714798440415204,0.1246659765802546,-0.2372255589715565,-2.1691537273357446,2.8470802600963525,0.2622149146833399,0.6334431235058393,-0.4097449537010218,0.3184132817114673,-0.55005770206795,2.246367028015245,0.3198798541939722,0.8251710359583719,-0.2328971911130062,0.3334184806893807,-1.0845664141114062,1.3439145490527014,-3.5738030997813306,32.0,-7.0
