fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,norm_bmrg_scale,norm_bmrg_shift,norm_jmrg_scale,norm_jmrg_shift,norm_nu_scale,norm_nu_shift
nu_jmrg_bmrg,1,0.2733661732264734,-0.0191097016151327,0.0830962177140454,-0.1480374885634137,0.1606516166223474,-0.0093812579880898,-0.045041963426182,0.0360907784207865,-2.583335548689007,0.1962654947416653,-0.2772011697408119,0.2569707159531596,1.8772330500681944,-0.1356547981791641,-8.712977203662131,8.970649552114278,1.161642156407983,-0.0992159940208292,-9.553936378170668,10.187325282456973,1.3439145490527014,-3.5738030997813306,1.461250169932298,-3.716686540862511,32.0,-7.0
