fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,norm_emrg_scale,norm_emrg_shift
emrg,2,0.2090129377197287,0.0127422856285476,0.001072511860394,0.1508194125191207,-0.0020025893849363,0.0071050683213362,-2.6110325073684058,-0.0365312492429558,0.5176038472114648,2.6086631117803853,-1.2855215196048684,0.0940958245908853,1.807137592196212,-1.6115506094987782,0.7421779176804149,21.792405855131097,-19.96025031862279
