fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,norm_nu_scale,norm_nu_shift
nu,3,0.2164249038690802,-0.0023675293029767,-0.0093121794202514,-0.0072773944504151,0.161050916596016,-0.0070072827555052,-0.0034222183381201,0.0022194318141185,-2.568944347456575,0.4549807685738604,-0.004317311847419,-0.2667472696086926,3.0274290469540053,-0.1919213894263462,-0.6151047016082503,0.8307545803861881,2.14781203616628,0.4096920725255716,-0.3770217159321955,0.2256785079906008,32.0,-7.0
