fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,norm_bmrg_scale,norm_bmrg_shift
bmrg,3,0.2096871387770301,-0.0851346849656776,0.1321730422277845,-0.0359994112603108,0.1745886416292058,-0.0356288476907733,-0.0168973198345283,0.0356643409567084,-1.377432446054385,-0.1926000854741474,-2.3824479946426456,0.8611365425536758,2.8497120590752845,1.2815287033530107,-0.984350167247102,-0.8032205148016026,1.7555261301755911,3.215544236317226,-1.1506010794321533,-2.908899188240142,1.3439145490527014,-3.5738030997813306
