fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,norm_jmrg_scale,norm_jmrg_shift,norm_nu_scale,norm_nu_shift
nu_jmrg,2,0.2496677241292801,-0.0204604412414435,-0.1147603497645345,-0.0097162747899559,0.0210447553341181,0.0922796707054675,0.1694451954981642,-0.0068721397904196,-0.0078608370179625,-0.0016487336527454,-0.0039341316141169,-0.0112359641866191,-2.34880400223444,0.1438964043148067,0.5461898547862385,0.0319118906158753,-0.1826586978534109,-1.2324193863496231,3.858836116617937,0.0375527935465312,0.1141266125713937,-0.1680893015697867,-0.1717889041895302,-2.621701357698269,3.976412306953773,-0.0223775034780305,-0.1322915680272954,-0.1244835036586844,-0.3460493739310629,-4.1846837769932455,1.461250169932298,-3.716686540862511,32.0,-7.0
