fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9,norm_jmrg_scale,norm_jmrg_shift,norm_nu_scale,norm_nu_shift
nu_jmrg,3,0.2056377529586298,-0.0032556184242841,-0.0244688070386439,0.0007308573901122,-0.0001794745769584,0.132873094100752,-0.0078819864308084,-0.0130896722948585,0.0031853272632922,-0.1026506858576246,0.1804989153861155,-0.0122974761887365,-0.0298616579797437,-0.0067593699010556,-0.0038268601385301,-0.0199599232732479,0.0053788283880166,0.0058348853060216,0.003823816054133,0.0235822590243368,-1.4285046472863256,0.3320410933122089,-1.505186955310615,-0.3591118554432734,-0.0369321043523935,-1.973920571513205,-0.1536356284403146,0.5324592858540563,-0.0982037066089334,2.199650846474077,3.356164566483625,0.2352992007846425,1.1365799323096082,-0.5896494955847305,-0.2700124595202988,-1.7319303805417618,0.6854412384484785,-0.0630352932457833,-1.423913558056399,-1.3870651005666046,2.6213765538941924,0.9386099401644704,2.8154087331007966,-0.3919215651611661,-0.7139658945382228,-2.823657817603699,0.1069729891636307,-0.1411274076754805,-1.9372840534927416,-3.5720634211754887,1.461250169932298,-3.716686540862511,32.0,-7.0
