fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,norm_ecc_scale,norm_ecc_shift
ecc,3,0.1974188002358029,-0.0216840303424613,0.0826230274127955,0.1219946214591771,0.1530825182742129,-0.008673038863928,0.0058214612144867,0.0132061710699364,-2.442567676301901,-0.0449137042690942,-0.3217301174726071,-0.6539874591032107,3.152657083431873,-1.9243708723485928,-0.9149053885494756,1.080950362907631,2.998027577241219,-2.365769724040503,-1.6281393288784178,1.3207717812868536,2.2792022792022792,-1.0
