fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,norm_bmrg_scale,norm_bmrg_shift,norm_emrg_scale,norm_emrg_shift,norm_nu_scale,norm_nu_shift
nu_emrg_bmrg,1,0.2656338557029594,-0.0176281793998278,0.0149379315215079,-0.0631068531209105,0.1658259972456762,-0.0100428411240814,-0.0071779186790455,-0.0110152122628128,-2.5581050536587218,0.1801889801049852,-0.0930222604124983,-0.0388625237462605,2.874446746669614,-0.2396140113279868,-1.407871017464946,-0.1859254993788416,2.255985957453259,-0.204379560844848,-1.5634536050279455,0.1203071013788628,1.3439145490527014,-3.5738030997813306,21.792405855131097,-19.96025031862279,32.0,-7.0
