fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,norm_bmrg_scale,norm_bmrg_shift,norm_nu_scale,norm_nu_shift
nu_bmrg,1,0.2502468905462907,-0.0193818843051631,-0.0482153332438137,0.1667030682563075,-0.0076447588589408,-0.0098135722811162,-2.541246337387064,0.2019456548057108,-0.0319944730949814,2.251671809401921,0.3531597727658207,0.848153846213729,1.3649516804041049,0.4796996998470434,1.3168960150315292,1.3439145490527014,-3.5738030997813306,32.0,-7.0
