fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,norm_emrg_scale,norm_emrg_shift,norm_jmrg_scale,norm_jmrg_shift,norm_nu_scale,norm_nu_shift
nu_emrg_jmrg,1,0.2598266910601825,-0.0167496034695694,0.0251016847350786,-0.0619727586438462,0.1646770876981306,-0.0098793223910011,-0.0054880619940101,-0.0106345583584516,-2.581247495392222,0.1839694405203783,-0.0913608610907421,-0.0071000928497316,2.8569233822193745,-0.2384581734569218,-1.38274621126068,-0.1768152363288666,2.2678052042401378,-0.2040410978382717,-1.5818595141228653,0.1187223028758557,21.792405855131097,-19.96025031862279,1.461250169932298,-3.716686540862511,32.0,-7.0
