fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_A_p0,c_3_A_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1,norm_ecc_scale,norm_ecc_shift
ecc,1,0.2049285095161637,0.0037287354532947,0.1538354878334325,-0.0027874166231813,-2.4799539314644425,-0.2343818988359273,2.79175831586579,-0.9974233685690088,2.3282331447693725,-1.3274517539874084,2.2792022792022792,-1.0
