fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,norm_jmrg_scale,norm_jmrg_shift,norm_nu_scale,norm_nu_shift
nu_jmrg,1,0.2303588207771906,-0.0176803903307961,-0.0266377310042475,0.1673386279316276,-0.0083787740443116,-0.013129419553484,-2.5332974096016234,0.1988879753979346,-0.0491394864470081,2.5285273589916577,0.3676625865964297,0.411344345247729,1.5466924021026578,0.5433503797065328,1.0273314998029122,1.461250169932298,-3.716686540862511,32.0,-7.0
