fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9,norm_emrg_scale,norm_emrg_shift,norm_jmrg_scale,norm_jmrg_shift,norm_nu_scale,norm_nu_shift
nu_emrg_jmrg,2,0.2040522614801447,0.0030216220345485,0.0819166051097209,0.0059872982189321,-0.0185527465220617,-0.0226116191732676,-0.0086315055218692,0.0046051031189453,-0.146547214132701,0.0260109496577773,0.1481983561826028,-0.0046640185615091,0.0124381801527723,0.0230687152244137,-0.002438254027814,-0.0030818385340775,-0.0053171650404345,0.0097535724421047,-0.0328578345854633,-0.0129373146315129,1.9862157532798048,-0.3468091147881182,-2.121908350794154,-5.313522280071494,0.3176119138259897,0.3389394782563982,0.0720268751043623,-2.120288845085329,6.488229502324888,-1.0025708460041272,-4.151597581776521,0.4777176367549507,3.496310345447376,11.231645245046328,-0.2315309230816492,-0.4579451586657891,-0.080864974500589,3.9841028671418366,-11.234995019792317,-1.725810466856036,-4.507984771782149,0.0273054080961857,2.2426071938255725,10.230977808658396,-0.1232116311415818,0.4300208928519459,0.1784734422659597,6.089509180208735,-9.051933930721557,-2.446002213693328,21.792405855131097,-19.96025031862279,1.461250169932298,-3.716686540862511,32.0,-7.0
