fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,norm_nu_scale,norm_nu_shift
nu,2,0.2171086099163059,-0.0085801417683144,-0.010697046912814,0.1607226897764687,-0.0052580322340165,-0.0027876790903834,-2.5464176945947283,0.2279682320707229,-0.0507266780614248,2.9231314178719763,0.4993824913046355,-0.4421065048093193,2.108036966310303,0.6014516795216336,-0.3150689616843254,32.0,-7.0
