fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_A_p0,c_3_A_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1,norm_nu_scale,norm_nu_shift
nu,1,0.2129128516866262,-0.0136315820634525,0.1599165995113631,-0.0069455246307635,-2.5656585275563,0.205199704788218,2.727079923132311,0.3328537963144091,1.957988559777806,0.4826480658461066,32.0,-7.0
