fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,norm_ecc_scale,norm_ecc_shift
ecc,2,0.2050723371583444,0.0032964054634615,-0.0008854455802578,0.153831284281762,-0.002759118797535,-5.796090556543252e-06,-2.4499661060053146,-0.2906348068640776,-0.1802591271523899,3.138003995051008,-1.2124241117971983,-0.9877069945359078,2.903289781169337,-1.439344990543959,-1.5091036439536416,2.2792022792022792,-1.0
