fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_phi_p0,c_2_phi_p1,c_3_A_p0,c_3_A_p1,c_3_phi_p0,c_3_phi_p1,c_4_phi_p0,c_4_phi_p1,norm_emrg_scale,norm_emrg_shift
emrg,1,0.2092024979109891,0.0123546450853924,0.1528164149892471,-0.003977736437548,-2.5083952713921187,-0.1730047302663283,2.6513684222681624,-1.285326854852752,2.1692233759284543,-1.561106537753688,21.792405855131097,-19.96025031862279
