fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_2_A_p10,c_2_A_p11,c_2_A_p12,c_2_A_p13,c_2_A_p14,c_2_A_p15,c_2_A_p16,c_2_A_p17,c_2_A_p18,c_2_A_p19,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_2_phi_p10,c_2_phi_p11,c_2_phi_p12,c_2_phi_p13,c_2_phi_p14,c_2_phi_p15,c_2_phi_p16,c_2_phi_p17,c_2_phi_p18,c_2_phi_p19,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_3_A_p10,c_3_A_p11,c_3_A_p12,c_3_A_p13,c_3_A_p14,c_3_A_p15,c_3_A_p16,c_3_A_p17,c_3_A_p18,c_3_A_p19,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_3_phi_p10,c_3_phi_p11,c_3_phi_p12,c_3_phi_p13,c_3_phi_p14,c_3_phi_p15,c_3_phi_p16,c_3_phi_p17,c_3_phi_p18,c_3_phi_p19,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9,c_4_phi_p10,c_4_phi_p11,c_4_phi_p12,c_4_phi_p13,c_4_phi_p14,c_4_phi_p15,c_4_phi_p16,c_4_phi_p17,c_4_phi_p18,c_4_phi_p19,norm_bmrg_scale,norm_bmrg_shift,norm_emrg_scale,norm_emrg_shift,norm_nu_scale,norm_nu_shift
nu_emrg_bmrg,3,-0.6042335818452162,0.0286253346555564,0.0937977405828041,1.743249873768155,0.010242645784703,-0.032112506321183,-0.0416202653685786,0.6666709209967016,-0.7818352059682518,-0.7694142181937809,-0.01590377725159,0.013545814609477,-0.0194188195639271,0.0281745042749282,0.0265308815444966,0.0190944485366076,0.2679474048251403,-0.8745728615664976,0.7189075007916391,-0.1584944064696176,0.0992274874400841,-0.0153793984571265,-0.063256857518701,0.0848298913560179,-0.010669116298205,-0.0126021006926368,-0.0053259103308755,0.1039530246665291,0.0499446766972163,-0.0186901788636546,0.004482375415393,0.0116626247583767,0.0119805057726948,0.0283907020651063,0.0178889233574782,0.011775134495397,0.0646548725865854,-0.1357787993313989,-0.0140550398817538,0.0046484696462143,-8.111076650731468,3.34637700207578,8.22079495741583,21.848283020276583,-0.1886112173440332,-1.444591811043234,-3.632963031388017,-0.3923972212937927,-22.63386168986224,-19.27032791722791,0.3498989102892662,0.0206688108531522,0.1563448241115402,-1.6489964622212216,3.0088049077934733,-1.1678565711320927,-2.030571251672712,-0.1405134421672883,18.1149188611444,1.2172505818895365,25.90665873156525,-11.09538877606221,-18.763791141495847,-61.91188542659904,-0.6920657074257482,2.9190479863817944,10.307983443933823,-10.476857756596726,49.34867083224327,40.78921408566933,0.5366610352101466,1.6574644290706049,1.613063769344108,8.077634862978579,-6.50496637755393,2.827284919268555,3.790753240233641,11.721002764198657,-38.6563009823476,2.1509552285999423,-15.000889872549058,5.189540822390809,16.64944795833306,35.32059758630323,-2.3625149484622305,-11.688827707006666,-10.295212701486008,-1.5359434090078994,-36.05745369599523,-13.481633964904857,0.4400103943598143,3.4049667603427936,1.6133011092100733,6.611477014208729,12.925378548743485,2.500834897588887,3.66966236436681,3.916686258689045,10.416179944787023,-3.374076440936777,1.3439145490527014,-3.5738030997813306,21.792405855131097,-19.96025031862279,32.0,-7.0
