fit_type,fit_order,c_2_A_p0,c_2_A_p1,c_2_A_p2,c_2_A_p3,c_2_A_p4,c_2_A_p5,c_2_A_p6,c_2_A_p7,c_2_A_p8,c_2_A_p9,c_2_phi_p0,c_2_phi_p1,c_2_phi_p2,c_2_phi_p3,c_2_phi_p4,c_2_phi_p5,c_2_phi_p6,c_2_phi_p7,c_2_phi_p8,c_2_phi_p9,c_3_A_p0,c_3_A_p1,c_3_A_p2,c_3_A_p3,c_3_A_p4,c_3_A_p5,c_3_A_p6,c_3_A_p7,c_3_A_p8,c_3_A_p9,c_3_phi_p0,c_3_phi_p1,c_3_phi_p2,c_3_phi_p3,c_3_phi_p4,c_3_phi_p5,c_3_phi_p6,c_3_phi_p7,c_3_phi_p8,c_3_phi_p9,c_4_phi_p0,c_4_phi_p1,c_4_phi_p2,c_4_phi_p3,c_4_phi_p4,c_4_phi_p5,c_4_phi_p6,c_4_phi_p7,c_4_phi_p8,c_4_phi_p9,norm_bmrg_scale,norm_bmrg_shift,norm_jmrg_scale,norm_jmrg_shift,norm_nu_scale,norm_nu_shift
nu_jmrg_bmrg,2,0.265246288204134,-0.0165162921484124,0.4266949797753535,-0.5514007570767999,-0.0173482906551406,-0.1391834916507696,0.1448729562728797,-0.7194560434377715,0.6444899298537473,0.1435306164063186,0.1623128699722964,-0.0073780620951355,0.1259895084067024,-0.1344385447956642,-0.0023065458103088,-0.0317797812024537,0.0282323121040003,0.0721967172597629,-0.3665707330714399,0.2911787194409468,-0.5902270463632314,-0.0279702388270018,-26.894902214647207,27.73673274670508,0.3111547720362813,3.7644759327432737,-4.013354781645121,-34.73553338258372,106.37237630433292,-74.76545223602913,0.2260697443227948,0.0062146010710204,51.59344599171472,-51.06692790535003,-0.224145727388592,-6.305280608740462,6.6962621466110885,71.42421912348732,-216.1840658162297,146.95593621948194,-0.1742930425017966,0.1326638780630827,62.60618192639501,-62.12426084228608,-0.1935435213064216,-2.745840274142085,3.1054220648625703,172.48924592470877,-412.9270616336615,241.6090827317085,1.3439145490527014,-3.5738030997813306,1.461250169932298,-3.716686540862511,32.0,-7.0
