ID,q,nu,chi1z,chi2z,chieff,ecc,ecc_gi,m_ano_gi,E0,J0,Emrg_til,Jmrg_til,Heff_til,b_massless,b_massless_Heff,b_massless_EOB,a_f,A_220,A_320,A_440,v_kick,A_peak22,omega_peak22,Mf,af,A_peak22dotdot,A_nr_error,v_kick_qc,A_peak22_qc,omega_peak22_qc,Mf_qc,af_qc,catalog,c2A_22_from_22_220_median,c2A_22_from_22_220_median_err,c3A_22_from_22_220_median,c3A_22_from_22_220_median_err,c2p_22_from_22_220_median,c2p_22_from_22_220_median_err,c3p_22_from_22_220_median,c3p_22_from_22_220_median_err,c4p_22_from_22_220_median,c4p_22_from_22_220_median_err
1473,0.3333333333333333,0.1875,0.0,0.0,0.0,0.5511,,,0.994301687771316,0.675619133043839,0.9840272427430706,3.159895189922491,0.9154923052280802,3.21118669551666,3.4515802829552498,3.396449028942802,0.5611961418,0.0,0.0,0.0,194.31,0.3252764441523134,0.3402841910940016,0.9704411772,0.5611961418,-0.0005777291068599,0.0014736988422403,1.0,0.2849550865647949,0.33276172592,0.971248210181883,0.5405636817226854,RIT,0.1875028966617487,0.0026602492918021713,-2.129398443360447,0.04849640447101531,0.15121169079497937,0.0076691522152566634,4.594153830933506,0.8392112641680786,7.9070245568346875,0.7117257473297075
1445,0.4000000000000005,0.2040816326530613,0.0,0.0,0.0,0.19,0.0672396718712211,5.620672570708287,0.99534498494723,0.988550170884782,0.9779429051372516,2.927729405771345,0.8931121979853043,2.993763122971321,3.2781205008460983,3.2058146859874155,0.5814966189,0.0,0.0,0.0,165.67,0.3152951957011238,0.3430064081122737,0.9668301828,0.5814966189,-0.0007491874134195,0.001,1.0,0.3130205025590105,0.3395856389194502,0.9667043606611544,0.5806968749960989,RIT,0.19422328212207363,0.05233936768526537,-3.0275437759721644,0.2643836925636892,0.1590517011819808,0.0035333037613176515,3.051276561213748,0.1401810090467826,1.6882397157376539,0.4034523180018847
1424,0.4999999999999993,0.222222222222222,0.0,0.0,0.0,0.4375,0.362708978672467,1.1742341406094583,0.993775020969278,0.896278395409876,0.9754136041982366,2.9128904935421223,0.890721323323737,2.9863131711561874,3.2702602006569657,3.1898562889888598,0.6283121826,0.0,0.0,0.0,146.69,0.354960515962664,0.3511163226105225,0.960386463,0.6283121826,-0.000839112729821,0.001,1.0,0.3445819394768172,0.3473434123990122,0.9612091161354084,0.6233940746778821,RIT,0.19579751351864888,0.002450418451465247,-1.8176870501730247,0.0436117013666072,0.16112725118935772,0.0039199530834100535,4.606993621618871,0.32512114005346104,4.705112091533454,0.25677064811179545
1385,0.7000000000000002,0.2422145328719723,0.0,0.0,0.0,0.6636,,,0.992073000654861,0.75612766848115,0.9864401760333756,2.9337017763041677,0.944396855985763,2.974029087198195,3.10642899508805,3.064306364749838,0.6867836849,0.0,0.0,0.0,115.87,0.3695231512480347,0.3568486533166764,0.9722410145,0.6867836849,-0.0019620755733957,0.001,1.0,0.3804993433230282,0.3562468440587541,0.9544415030841792,0.6690097871088613,RIT,0.1740471995968036,0.17069276818754814,-0.6624167225022668,0.760670606877407,0.14127570885223656,0.0060788212656371745,1.412758822470939,0.1439135834425216,1.0556558902811453,0.133469376278973
1203,0.4999999999999993,0.222222222222222,0.0,0.0,0.0,0.006,,,0.991715249282852,0.889163750221594,0.9749021263467652,2.8760020448940016,0.8884768508997487,2.950041821809536,3.2370027896410725,3.155760902611492,0.6234977153,0.0,0.0,0.0,146.99,0.3443449252604542,0.3486096417572639,0.9612661971,0.6234977153,-0.0008795470789841,0.001,1.0,0.3445819394768172,0.3473434123990122,0.9612091161354084,0.6233940746778821,RIT,0.18604201692859046,0.04969599177332843,-2.9574742155541585,0.27173352788863286,0.16360606058892332,0.0022760407301879895,3.389539714262804,0.20127370987158308,1.5234145654264257,0.47848719732960004
1453,0.4000000000000005,0.2040816326530613,0.0,0.0,0.0,0.64,,,0.993420353191394,0.659033447256521,0.989399476873671,3.061993178628243,0.94833274585284,3.0947996741453765,3.2288173028071263,3.194590150318028,0.6019942614,0.0,0.0,0.0,207.28,0.3131033250157676,0.3350863484539489,0.9788628506,0.6019942614,-0.0014402197741471,0.001,1.0,0.3130205025590105,0.3395856389194502,0.9667043606611544,0.5806968749960989,RIT,0.18042864298304742,0.070300882941182,-4.082759249725949,1.2551546086102252,0.14201010173536432,0.009207604545802222,1.4327147467160002,0.259688410020732,1.36818336436217,0.1282236076449971
1090,1.0,0.25,0.0,0.0,0.0,0.0,,,0.990736917806259,1.00280311375552,0.969853077432152,2.810779766378831,0.8812299836092321,2.898150072195306,3.1896097711823077,3.093452852388823,0.6863736768,0.0,0.0,0.0,0.0,0.3932379086373926,0.3639127188544364,0.9516104403,0.6863736768,-0.0010276862556164,0.001,1.0,0.39483117025625,0.35981440246,0.9515839428556588,0.686369879389307,RIT,0.17929116998563893,0.002236834737658518,-2.989954592967171,0.14732018272433423,0.15652632623188906,0.003253299303483929,4.087915269414328,0.2232353385375785,3.62310535604953,0.22512769912880198
1224,0.4999999999999993,0.222222222222222,0.0,0.0,0.0,0.19,,,0.989789309742607,0.802658974966421,0.9766946756953574,2.943294772983235,0.8963481014462334,3.013525973086479,3.2836514834296056,3.207124920704858,0.6286688775,0.0,0.0,0.0,145.75,0.3527308977310847,0.3390447813562431,0.9611568898,0.6286688775,-0.0007476185595031,0.001,1.0,0.3445819394768172,0.3473434123990122,0.9612091161354084,0.6233940746778821,RIT,0.2257295751162574,0.002081120571360301,-2.6504687315486244,0.031040003398945106,0.1658531319601501,0.003063238248561271,5.581075509165853,0.28277095100615485,5.238921621770514,0.3229813327413181
1102,1.0,0.25,0.0,0.0,0.0,0.08,0.0891505751021797,4.781416471701508,0.98979721533426,0.961854956924981,0.9703219589921028,2.821908060865405,0.8830494082045446,2.908218282307648,3.1956400566566647,3.10079972000873,0.687538035,0.0,0.0,0.0,0.0,0.3943112360417408,0.359204548531892,0.9518430766,0.687538035,-0.0010387734973674,0.001,1.0,0.39483117025625,0.35981440246,0.9515839428556588,0.686369879389307,RIT,0.18421094485027875,0.01617268274843414,-3.79759132603474,0.2607485554120147,0.15744377792491424,0.0012364471555968172,3.415440605004406,0.2032548169206455,1.3429055019144687,0.38331621372951363
1100,1.0,0.25,0.0,0.0,0.0,0.06,0.0606811565949391,0.7928080322681756,0.990032219471062,0.972253691101401,0.969553385471023,2.8084070662867133,0.8800675345566442,2.8965986900477367,3.191126766994669,3.093967760406882,0.686170769,0.0,0.0,0.0,0.0,0.3936731903119,0.3636634809339796,0.9513497823,0.686170769,-0.001052751204614,0.001,1.0,0.39483117025625,0.35981440246,0.9515839428556588,0.686369879389307,RIT,0.17294682831498015,0.04342801304052469,-2.4972108564515683,0.22084121824012265,0.1591014337922842,0.0022313353837997182,3.8159808795122268,0.12736632897131112,2.2011101791464722,0.43194286747251576
