q,nu,chi1z,chi2z,chieff,ecc,ecc_gi,m_ano_gi,E0,J0,Emrg_til,Jmrg_til,Heff_til,b_massless,b_massless_Heff,b_massless_EOB,a_f,A_220,A_320,A_440,v_kick,A_peak22,omega_peak22,Mf,af,A_peak22dotdot,A_nr_error,v_kick_qc,A_peak22_qc,omega_peak22_qc,Mf_qc,af_qc,ID,catalog
0.9999998434013294,0.2499999999999985,0.799914264418,0.799914012559,0.7999141384885098,9.74e-05,,,0.9923064074479336,1.4572384649341097,0.9515184540414157,3.5635946828841725,0.8107747367627303,3.7451661265721117,4.395295661422469,4.182204932811649,0.907535846837,0.0,0.0,0.0,,0.39765393801837307,0.4414545028946608,0.911258202522,0.907535846837,-0.000541358397757765,0.0001,1.0,0.39844901770611846,0.44186133590646,0.9112468755994612,0.90756415197473,1477,SXS
0.9999264665338595,0.24999999966202702,0.400011354106,0.799907395909,0.5999520233016894,0.0003625,,,0.9927688878474186,1.3949837529484668,0.9546036058545856,3.39199382753733,0.8225360883812418,3.5533008745559163,4.123823714790197,3.936616988047374,0.857390604606,0.0,0.0,0.0,,0.3952534352297774,0.41504801851942846,0.926758465198,0.857390604606,-0.0006489426820436995,2.7569939673090762e-05,1.0,0.39598790184629296,0.41550348678505494,0.9268192258325308,0.8576858085121153,0225,SXS
0.9998370812422609,0.24999999834082212,-0.49997637681,0.899800287425,0.199854938194109,0.0003404,,,0.9931006849791131,1.2247986653649714,0.9624333059653768,2.9997619163854954,0.8525557358843441,3.1168517317431768,3.5185522659980517,3.3863718895764725,0.744055534762,0.0,0.0,0.0,,0.39510336803744717,0.3746953171032601,0.945047957162,0.744055534762,-0.0009069626332454577,3.175986320908721e-05,1.0,0.3946869923217527,0.3755228403891368,0.9451352959062281,0.7444771415650535,0219,SXS
0.8188649427812099,0.24752061408783976,0.329976580046,-0.43994832522,-0.016648668848199894,0.0008382,,,0.9923541855108845,1.0829620209826503,0.9685935263814482,2.851598036570671,0.8751082190067415,2.9440605980755485,3.258566168887397,3.15622609646993,0.692085186818,0.0,0.0,0.0,,0.38950754530171744,0.36018166957421727,0.952032939704,0.692085186818,-0.0009974195277458915,0.0001,1.0,0.39037745777591953,0.3493316730127236,0.9555643266104786,0.6340547824580698,0305,SXS
0.9999252245015579,0.24999999965051287,0.400002613238,-0.799832698385,-0.1998926121640087,0.0002727,,,0.9934862757799451,1.0673557387353534,0.9697203299447629,2.569450084037512,0.8807150364496054,2.649681567657628,2.917459084604304,2.8291193861228314,0.623231785726,0.0,0.0,0.0,,0.3941434047241321,0.3448107844758397,0.95627897792,0.623231785726,-0.0011200967566237464,2.4946923584281927e-05,1.0,0.39516987187003794,0.3460658478781434,0.956211926498083,0.6228624079291989,0224,SXS
0.999999995787946,0.25000000000000006,-0.437585851205,-0.437585791869,-0.43758582153700004,0.0,,,0.9928654391098616,0.9137337286176623,0.9720420136572374,2.2871314212009977,0.8897313526296338,2.3529141632426276,2.5705865196739404,2.498718096864007,0.547806539648,0.0,0.0,0.0,,0.394529140368365,0.33097666545324955,0.961095913682,0.547806539648,-0.0012428197045524286,2.498719056411557e-05,1.0,0.3956440344428635,0.33170021824622925,0.9611211877711974,0.5477973952049418,0148,SXS
0.9999999393837243,0.24999999999999983,-0.799883141338,-0.799883405991,-0.7998832736644961,0.000296,,,0.9943970824432418,0.8573747019078968,0.9786627118427258,1.8429061556706865,0.9155614071027163,1.8830861065511275,2.0128700722571327,1.9699208835022288,0.426851614271,0.0,0.0,0.0,,0.395894162571495,0.3120413131202895,0.966567064748,0.426851614271,-0.0014179931095310617,0.0001,1.0,0.3962310577426797,0.3129219317494552,0.966516672463487,0.4268468811781123,2086,SXS
0.9999907600797954,0.24999999999466394,-0.949046933081,-0.949046999999,-0.9490469665398453,0.0007671,,,0.9928243738967644,0.6838571377371637,0.9798087942995571,1.660935630197343,0.9200505467717974,1.6951630153357706,1.8052656302690175,1.768815140584316,0.375665735812,0.0,0.0,0.0,,0.39420775510300626,0.3040009930762153,0.968133623466,0.375665735812,-0.001413417905528124,0.0001266905716616162,1.0,0.3963663834208651,0.30604011814141485,0.9682822408836007,0.3756200032519062,0156,SXS
0.999999999458,0.24999999999999994,-3.67050658542e-09,-2.1572848954e-09,-2.913895740615042e-09,5.11e-05,,,0.9937350479750683,1.184610674783749,0.9700761442038461,2.8115000766281413,0.8820954511068027,2.898226178869263,3.187296877112826,3.09192066498257,0.686429826547,0.0,0.0,0.0,,0.39314021731318916,0.35899131282008057,0.951614826833,0.686429826547,-0.0010020515039892886,1.825677889652797e-05,1.0,0.39483117026017,0.359814402246418,0.9515839429347374,0.6863698784981955,0180,SXS
0.6666669867277306,0.24000002304437892,8.64427645114e-08,1.55363889098e-07,1.1401122228726712e-07,0.0004338,,,0.9939856269825766,1.137153488696035,0.9718324508023938,2.832178571162503,0.8842881620116709,2.914266310848247,3.2027778871534,3.1125634834480014,0.664090940995,0.0,0.0,0.0,,0.3758950010892091,0.3554121140971347,0.955269623847,0.664090940995,-0.0009667039194654725,0.0001,1.0,0.37645899179668163,0.35524236912035134,0.9552307175925973,0.664030731451419,0007,SXS
