fit_type,fit_order,template_model,catalogs,fitting_quantities,quantity_to_fit,chi_sq,reduced_chi_sq,c2A_22_from_22_220_median_p0,c2A_22_from_22_220_median_p1,c2A_22_from_22_220_median_p2,c2A_22_from_22_220_median_p3,c2A_22_from_22_220_median_p4,c2A_22_from_22_220_median_p5,c2A_22_from_22_220_median_p6,c2A_22_from_22_220_median_p7,c2A_22_from_22_220_median_p8,c2A_22_from_22_220_median_p9,c2A_22_from_22_220_median_p10,c2A_22_from_22_220_median_p11,c2A_22_from_22_220_median_p12,c2A_22_from_22_220_median_p13,c2A_22_from_22_220_median_p14,c2A_22_from_22_220_median_p15,c2A_22_from_22_220_median_p16,c2A_22_from_22_220_median_p17,c2A_22_from_22_220_median_p18,c2A_22_from_22_220_median_p19,c3A_22_from_22_220_median_p0,c3A_22_from_22_220_median_p1,c3A_22_from_22_220_median_p2,c3A_22_from_22_220_median_p3,c3A_22_from_22_220_median_p4,c3A_22_from_22_220_median_p5,c3A_22_from_22_220_median_p6,c3A_22_from_22_220_median_p7,c3A_22_from_22_220_median_p8,c3A_22_from_22_220_median_p9,c3A_22_from_22_220_median_p10,c3A_22_from_22_220_median_p11,c3A_22_from_22_220_median_p12,c3A_22_from_22_220_median_p13,c3A_22_from_22_220_median_p14,c3A_22_from_22_220_median_p15,c3A_22_from_22_220_median_p16,c3A_22_from_22_220_median_p17,c3A_22_from_22_220_median_p18,c3A_22_from_22_220_median_p19,c2p_22_from_22_220_median_p0,c2p_22_from_22_220_median_p1,c2p_22_from_22_220_median_p2,c2p_22_from_22_220_median_p3,c2p_22_from_22_220_median_p4,c2p_22_from_22_220_median_p5,c2p_22_from_22_220_median_p6,c2p_22_from_22_220_median_p7,c2p_22_from_22_220_median_p8,c2p_22_from_22_220_median_p9,c2p_22_from_22_220_median_p10,c2p_22_from_22_220_median_p11,c2p_22_from_22_220_median_p12,c2p_22_from_22_220_median_p13,c2p_22_from_22_220_median_p14,c2p_22_from_22_220_median_p15,c2p_22_from_22_220_median_p16,c2p_22_from_22_220_median_p17,c2p_22_from_22_220_median_p18,c2p_22_from_22_220_median_p19,c3p_22_from_22_220_median_p0,c3p_22_from_22_220_median_p1,c3p_22_from_22_220_median_p2,c3p_22_from_22_220_median_p3,c3p_22_from_22_220_median_p4,c3p_22_from_22_220_median_p5,c3p_22_from_22_220_median_p6,c3p_22_from_22_220_median_p7,c3p_22_from_22_220_median_p8,c3p_22_from_22_220_median_p9,c3p_22_from_22_220_median_p10,c3p_22_from_22_220_median_p11,c3p_22_from_22_220_median_p12,c3p_22_from_22_220_median_p13,c3p_22_from_22_220_median_p14,c3p_22_from_22_220_median_p15,c3p_22_from_22_220_median_p16,c3p_22_from_22_220_median_p17,c3p_22_from_22_220_median_p18,c3p_22_from_22_220_median_p19,c4p_22_from_22_220_median_p0,c4p_22_from_22_220_median_p1,c4p_22_from_22_220_median_p2,c4p_22_from_22_220_median_p3,c4p_22_from_22_220_median_p4,c4p_22_from_22_220_median_p5,c4p_22_from_22_220_median_p6,c4p_22_from_22_220_median_p7,c4p_22_from_22_220_median_p8,c4p_22_from_22_220_median_p9,c4p_22_from_22_220_median_p10,c4p_22_from_22_220_median_p11,c4p_22_from_22_220_median_p12,c4p_22_from_22_220_median_p13,c4p_22_from_22_220_median_p14,c4p_22_from_22_220_median_p15,c4p_22_from_22_220_median_p16,c4p_22_from_22_220_median_p17,c4p_22_from_22_220_median_p18,c4p_22_from_22_220_median_p19
non-spinning,1,polynomial,RIT,nu-Jmrg_til-b_massless_EOB,c2A_22_from_22_220_median,5813.483254830706,26.545585638496373,0.2732660137298826,-0.0190577991885093,0.0830066554645825,-0.1477532231918056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Jmrg_til-b_massless_EOB,c2A_22_from_22_220_median,3709.613065200656,17.41602378028477,0.2651278105184453,-0.0162907940591325,0.4263997088062782,-0.5509588140842314,-0.0173672341279637,-0.1389337700966514,0.1442764725624686,-0.7164610481802617,0.6406157398576534,0.1454108043682386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Jmrg_til-b_massless_EOB,c2A_22_from_22_220_median,3168.531384407624,15.608528987229676,-0.1829824348325435,0.05670769635742451,7.502621499370688,-7.1755004192951635,0.0002775789744784687,-0.31160746037607145,0.3568176027902597,43.349726955361085,-101.56793555419569,58.77869257352154,-0.01642709324814995,-0.045703043268758195,0.023469246268834607,-1.2494519524151149,2.875859033413028,-1.7176415608955546,62.99828706377131,-225.8649724375304,270.3382698078949,-107.95103338060335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Heff_til-Jmrg_til,c2A_22_from_22_220_median,5693.254819646153,25.99659734998244,0.259948565218307,-0.0167738497710013,0.0251666125957677,-0.0621948188324338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Heff_til-Jmrg_til,c2A_22_from_22_220_median,3701.029389084476,17.375724831382517,0.2040554168752554,0.00299089915904,0.081701199917271,0.0057600890630918,-0.0185957024822087,-0.0225982302223009,-0.0085430835978571,0.0046261380375107,-0.1461264212963786,0.0260801423395154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Heff_til-Jmrg_til,c2A_22_from_22_220_median,3158.896314078165,15.561065586591944,-0.5734431678181792,-0.0013605004321795,-0.3182453075545915,1.841534262909133,0.002466203684945,0.0657564415703544,0.0801948218215308,0.7794421282311412,-0.4087130161049866,-0.908406008596794,-0.0158882538776231,0.0014644844076445,-0.0176850810891117,0.0690748968376777,-0.0715897008693036,-0.0851889203084403,0.4928903723802792,-1.317965949495092,0.9421271741969092,-0.1798602097011757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,ecc,c3A_22_from_22_220_median,20852.559063895067,94.35547087735324,,,,,,,,,,,,,,,,,,,,,-2.4803357926090626,-0.2357906080051471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,ecc,c3A_22_from_22_220_median,20795.39910902225,94.5245414046466,,,,,,,,,,,,,,,,,,,,,-2.450315586190113,-0.290671014274404,-0.1791332681620741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,ecc,c3A_22_from_22_220_median,20424.617863301857,93.26309526621851,,,,,,,,,,,,,,,,,,,,,-2.4427997596749327,-0.0458288817101529,-0.3224782936553657,-0.654141646516716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu,c3A_22_from_22_220_median,20719.05106010277,93.7513622629085,,,,,,,,,,,,,,,,,,,,,-2.5655153174823147,0.2054603736864675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu,c3A_22_from_22_220_median,20705.02537815525,94.1137517188875,,,,,,,,,,,,,,,,,,,,,-2.5458261991415534,0.2285419381797072,-0.0509096687348188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu,c3A_22_from_22_220_median,20637.038170513137,94.2330510069093,,,,,,,,,,,,,,,,,,,,,-2.5691820772147143,0.4544998606847248,-0.0034936794693921,-0.2671141720542591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-ecc,c3A_22_from_22_220_median,20224.30196392096,91.92864529054982,,,,,,,,,,,,,,,,,,,,,-2.5931657026600115,0.1971670101729757,-0.2238351230028764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-ecc,c3A_22_from_22_220_median,20083.278783738337,92.5496718144624,,,,,,,,,,,,,,,,,,,,,-2.631639216549712,0.1133249303368095,-0.4296950241851895,0.1553900437676689,0.2560929272205335,-0.0903339050179111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-ecc,c3A_22_from_22_220_median,19536.70680110826,91.72162817421716,,,,,,,,,,,,,,,,,,,,,-2.6512169639195364,0.5190271323384483,-0.0287087021518407,0.0786087949026912,-0.1531946498425137,-0.1299037793876198,-0.2881357433978361,0.2146024541326873,-0.3839018740920006,-0.7450008924357479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,b_massless_EOB,c3A_22_from_22_220_median,21330.861324166377,96.5197344984904,,,,,,,,,,,,,,,,,,,,,-2.3206651711907145,-0.1793555500100148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,b_massless_EOB,c3A_22_from_22_220_median,16505.41693138999,75.02462241540906,,,,,,,,,,,,,,,,,,,,,-1.792300313057799,0.5037982001429399,-1.8896174053690484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,b_massless_EOB,c3A_22_from_22_220_median,16403.620499993573,74.90237671229941,,,,,,,,,,,,,,,,,,,,,-1.376213493170198,-0.194213371219257,-2.383829016671566,0.8641055275794071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-b_massless_EOB,c3A_22_from_22_220_median,20717.16416833224,94.1689280378738,,,,,,,,,,,,,,,,,,,,,-2.542602941415536,0.2023870548229251,-0.0302004986824385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-b_massless_EOB,c3A_22_from_22_220_median,16171.508295031574,74.52307970060633,,,,,,,,,,,,,,,,,,,,,-1.6782977728361492,-0.0083522338746252,0.5718415777466654,0.1238966335808683,-0.2377426824146493,-2.167973629790107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-b_massless_EOB,c3A_22_from_22_220_median,16007.310439353649,75.15169220353826,,,,,,,,,,,,,,,,,,,,,-1.7348322991134788,0.6008532492876069,0.2613544236510167,-0.1950343006467279,-0.1106436319215131,-1.845582153898705,-0.1526159891717088,0.2390823109369537,-0.7074037649410482,0.1529009849714233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,Heff_til,c3A_22_from_22_220_median,21147.90508346416,95.69187820572014,,,,,,,,,,,,,,,,,,,,,-2.5084568860210856,-0.1733124141966252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,Heff_til,c3A_22_from_22_220_median,20651.7482239888,93.87158283631273,,,,,,,,,,,,,,,,,,,,,-2.611062678292064,-0.0360544322388878,0.5185128495126028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,Heff_til,c3A_22_from_22_220_median,18547.47685460817,84.69167513519713,,,,,,,,,,,,,,,,,,,,,-2.5618713904141366,0.9133550859934426,0.5246814190622292,-1.9524738635179224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Heff_til,c3A_22_from_22_220_median,20653.777665642483,93.8808075711022,,,,,,,,,,,,,,,,,,,,,-2.5864213035029606,0.1841980368812899,-0.0924909553233236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Heff_til,c3A_22_from_22_220_median,20232.976490816058,93.23952299915234,,,,,,,,,,,,,,,,,,,,,-2.6936770241036814,0.1738311916888331,-0.1009443416422655,0.0241198099198319,0.2273564731540146,0.5404575460366128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Heff_til,c3A_22_from_22_220_median,17129.99374025646,80.42250582280029,,,,,,,,,,,,,,,,,,,,,-2.856699196369328,0.1691341886396344,0.7801472457819825,0.170493309200861,0.6444311127296022,1.6633422342186015,0.1561885789801171,0.1274711138606375,-1.2952930822745254,-2.6825678304606844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,Jmrg_til,c3A_22_from_22_220_median,21291.504165301973,96.34164780679626,,,,,,,,,,,,,,,,,,,,,-2.330596979171083,-0.2041222427010635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,Jmrg_til,c3A_22_from_22_220_median,18614.563436339253,84.61165198336025,,,,,,,,,,,,,,,,,,,,,-2.2395662948777706,0.4676436860305648,-1.2671031006439628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,Jmrg_til,c3A_22_from_22_220_median,17944.731119054286,81.93941150253099,,,,,,,,,,,,,,,,,,,,,-1.5384974703953276,-1.1181209686626008,-2.047457467124652,2.046424305928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Jmrg_til,c3A_22_from_22_220_median,20713.109518677084,94.15049781216857,,,,,,,,,,,,,,,,,,,,,-2.533696355847145,0.1991038637486707,-0.049690747320946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Jmrg_til,c3A_22_from_22_220_median,18543.742694783385,85.45503545983127,,,,,,,,,,,,,,,,,,,,,-2.3490687047548864,0.1436087185083351,0.5458113842017794,0.0310831557267468,-0.1819052456066743,-1.2290442720577686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Jmrg_til,c3A_22_from_22_220_median,17723.595924417277,83.20937053717032,,,,,,,,,,,,,,,,,,,,,-1.4265972638947613,0.3305565387829121,-1.506739660699267,-0.3592494345413735,-0.0366726928508595,-1.9738512388050105,-0.1527541877038789,0.533400730829856,-0.0983226302578155,2.201240413832156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Heff_til-b_massless_EOB,c3A_22_from_22_220_median,20650.95404651269,94.29659381969266,,,,,,,,,,,,,,,,,,,,,-2.5585363544664084,0.1802681664900658,-0.0932187428389573,-0.0369709248535145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Heff_til-b_massless_EOB,c3A_22_from_22_220_median,9658.52408916058,45.345183517185816,,,,,,,,,,,,,,,,,,,,,2.3491265775328847,-0.4443468407587317,-3.422582704102376,-4.898623528780259,0.3188597145031706,0.4550705568256494,0.0707491085267555,-1.061346253229155,5.991069366681215,-1.2306500495802903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Heff_til-b_massless_EOB,c3A_22_from_22_220_median,8577.10298537305,42.25173884420222,,,,,,,,,,,,,,,,,,,,,-6.103508965282883,3.179648129535737,8.493301277420143,18.081900099784505,-0.0752687553906613,-2.2338517437973264,-4.501704161830955,-1.5032055545903116,-20.799385992114527,-17.86937507576596,0.3259701027191154,0.0723934247186135,0.1337879900309658,-1.908958259720232,3.6094881338601374,0.0006076548351254,-2.703680222444228,1.3504328691716514,15.74928179136602,1.568453726484457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Jmrg_til-b_massless_EOB,c3A_22_from_22_220_median,20702.002824546085,94.52969326276752,,,,,,,,,,,,,,,,,,,,,-2.582039076474802,0.196100225581831,-0.2753723790311427,0.2541981695539105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Jmrg_til-b_massless_EOB,c3A_22_from_22_220_median,10141.181879097854,47.61118253097584,,,,,,,,,,,,,,,,,,,,,-0.9970752488457412,0.0563918638118928,-13.704698864597294,14.64822157851078,0.3224264878773913,4.323474570901995,-4.45598218622457,11.952676727854682,4.746099874230319,-19.343159028609453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Jmrg_til-b_massless_EOB,c3A_22_from_22_220_median,9112.14183429431,44.88739819849414,,,,,,,,,,,,,,,,,,,,,-2.4365754143319607,1.1785375735882075,-5.155604502548671,7.327107007302331,0.1914932753780715,5.765884885119265,-5.608564487603261,-7.559066329276022,3.6433375095072273,3.071288437206696,0.3912994400133058,1.55525642350339,-1.545737566789059,-3.3074354479557355,6.982725298438893,-5.739283094114218,2.607668167180869,9.520272477212872,6.520102222478962,-20.261209109853983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-Heff_til-Jmrg_til,c3A_22_from_22_220_median,20653.601108652685,94.3086808614278,,,,,,,,,,,,,,,,,,,,,-2.5804721773637413,0.1833534608693824,-0.0912413958668156,-0.0088498896589225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-Heff_til-Jmrg_til,c3A_22_from_22_220_median,9632.514994988582,45.22307509384311,,,,,,,,,,,,,,,,,,,,,1.987489191378989,-0.346203059691154,-2.123219736489129,-5.312604666374393,0.3168180435847085,0.338277096460976,0.0707674240350474,-2.1198452311133296,6.4893956677824765,-1.002431764453991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-Heff_til-Jmrg_til,c3A_22_from_22_220_median,8605.743960744441,42.39282739282976,,,,,,,,,,,,,,,,,,,,,-4.160412561304735,2.534856396644855,4.2332134500192655,13.428976497829566,-0.0024960038463966,-1.0654552118602745,-4.0047981961372185,0.7285320639598826,-11.441137544290186,-15.997296104703768,0.3195017193656733,0.0062917897711512,0.1255111298175029,-2.431511208178664,3.1593407279873755,0.0379505409898434,-2.604453227879118,-3.0935249195478405,13.963435287467243,1.4041150312812147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,ecc,c2p_22_from_22_220_median,3009.334400184638,13.616897738392028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1538270515345207,-0.0027750181283853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,ecc,c2p_22_from_22_220_median,3009.334023976659,13.678791018075724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.153829167036282,-0.0027805470022192,-1.096686081595678e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,ecc,c2p_22_from_22_220_median,2792.310892080326,12.750278046028884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1530820007397177,-0.0086524960825365,0.005794688802642,0.0131766976364601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu,c2p_22_from_22_220_median,2640.733810496289,11.949021766951535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1599195649716957,-0.0069573430908499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu,c2p_22_from_22_220_median,2614.3657343322743,11.883480610601246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1606903658712454,-0.0052324514821963,-0.0027934500773508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu,c2p_22_from_22_220_median,2610.8805813128024,11.921829138414624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16105596800358,-0.0070133882005609,-0.0034359465860436,0.002180082463828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-ecc,c2p_22_from_22_220_median,2506.821995024795,11.394645431930886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1591000910801639,-0.0071367290378957,-0.00306403936343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-ecc,c2p_22_from_22_220_median,2488.491789066119,11.46770409707889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1602425653238613,-0.0060429718517118,-0.0025953574588742,-0.0021858118642024,-0.0014941362332235,-0.0016158711071428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-ecc,c2p_22_from_22_220_median,2317.9628882085217,10.882454874218412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1588858207578947,-0.0085318989074667,-0.0086735767967694,-0.0024542465663478,-0.0038172276616016,0.0043112894667239,0.0039407512271488,0.0040949944723176,-0.0011321883129339,0.010856689712903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,b_massless_EOB,c2p_22_from_22_220_median,3001.2884130517614,13.5804905567953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1593660279274587,-0.0073579299420195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,b_massless_EOB,c2p_22_from_22_220_median,3000.703117790128,13.639559626318764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1596283586287384,-0.007253324360986,-0.0007433434985509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,b_massless_EOB,c2p_22_from_22_220_median,2822.6193487732457,12.88867282544861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1745467659734269,-0.0355389616718244,-0.0169107224065703,0.0356191229772526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,nu-b_massless_EOB,c2p_22_from_22_220_median,2437.2936621626022,11.078607555284556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1666318597541429,-0.0076357712898352,-0.009762621625764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,2,polynomial,RIT,nu-b_massless_EOB,c2p_22_from_22_220_median,2216.522404127939,10.214388959114926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173564416663051,-0.0062125731172786,-0.006762814209769,-0.0018996587827057,-0.0039414083377149,-0.015076380488661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,3,polynomial,RIT,nu-b_massless_EOB,c2p_22_from_22_220_median,2139.6760370970096,10.045427404211312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1840167398739742,-0.0081146578701664,-0.0259790193993556,-0.0069375876981654,-0.0040720919236203,-0.0234676793394635,0.0045337702324997,0.0039055325788054,-0.0006210437369467,0.0211344527427568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
non-spinning,1,polynomial,RIT,Heff_til,c2p_22_from_22_220_median,2952.078924900361,13.357823189594392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1528104534702212,-0.0039758389348482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
